iter	RMSE
868	38.55914488
869	38.55887153
870	38.55853927
871	38.55828203
872	38.55793027
873	38.55760599
874	38.55731845
875	38.55700549
876	38.55667034
877	38.55633433
878	38.55612813
879	38.55580963
880	38.55550225
881	38.55523034
882	38.55495131
883	38.55464917
884	38.5543811
885	38.55411691
886	38.55386124
887	38.55352134
888	38.55319474
889	38.55293574
890	38.5525652
891	38.5523234
892	38.55214389
893	38.55197176
894	38.55170439
895	38.5514496
896	38.55125898
897	38.5509064
898	38.55063959
899	38.55041079
900	38.55004952
901	38.54977586
902	38.54951909
903	38.54922708
904	38.54890759
905	38.54861037
906	38.54836372
907	38.54804252
908	38.54779083
909	38.54745093
910	38.54721592
911	38.54696681
912	38.54673211
913	38.54637847
914	38.54608004
915	38.54574696
916	38.54542547
917	38.54526924
918	38.54501754
919	38.54476332
920	38.54443851
921	38.54422747
922	38.5440063
923	38.54374045
924	38.54330329
925	38.54299657
926	38.54274247
927	38.54252059
928	38.54225471
929	38.54193279
930	38.54172284
931	38.54138035
932	38.54105658
933	38.54084647
934	38.54061664
935	38.54039063
936	38.54018245
937	38.53991392
938	38.53959067
939	38.53919747
940	38.53892972
941	38.53866981
942	38.53846963
943	38.53814093
944	38.53789677
945	38.53766614
946	38.53742823
947	38.53715357
948	38.53683064
949	38.53657027
950	38.53624002
951	38.53606705
952	38.5358356
953	38.53557163
954	38.53533853
955	38.53507147
956	38.53479907
957	38.53450098
958	38.53430674
959	38.53404762
960	38.53381654
961	38.53361457
962	38.53329878
963	38.53303972
964	38.53285487
965	38.53261278
966	38.53240597
967	38.53220367
968	38.53191707
969	38.53164926
970	38.53141145
971	38.53112438
972	38.53086618
973	38.53058773
974	38.53027348
975	38.52989986
976	38.52970227
977	38.52935592
978	38.52909084
979	38.52875817
980	38.52850963
981	38.52825269
982	38.52799265
983	38.52765612
984	38.52743409
985	38.52709456
986	38.52682132
987	38.52661734
988	38.52634767
989	38.52616228
990	38.52596091
991	38.52575771
992	38.52552952
993	38.52523682
994	38.52504504
995	38.52478495
996	38.52450307
997	38.52423741
998	38.52400512
999	38.52373103
